SKU,Description,Cost
SSA1A09230,SP AMD Ryzen 5 4600G 3.7GHz/6C/8M/65W   ,
SSA0Z48905,SP AMD Athlon Silver 3050GE 3.4GHz/2C/4M,
SM30N76701,MEMORY 8GB D4 32U HMA81GU6CJR8NXNN0    ,
SM30N76702,MEMORY 16GB D4 32U HMA82GU6CJR8NXNN0   ,
SSS7A43234,SSD U.2 PM983 960G Entry PCIe           ,
SM37A21513,MEMORY S M393A4G43AB3CWE 32GB D432R   ,
SSS7A43254,"M.2 NVME Solid State Drive, Lite-On AD2 960GB",
SSS7A43255,"M.2 NVME Solid State Drive, Lite-On AD2 960GB",
SSS7A43248,Samsung PM983 MZ1LB1T9HALS-000MV M.2 NVME 1.92T SSD,
SSS7A43360,Samsung PM983 MZ1LB960HAJQ-00AMV M.2 NVME 960G SSD,
SSS7A43362,Samsung PM983 MZ1LB1T9HALS-00AMV M.2 NVME 1.92T SSD,
SSS7A43358,Samsung PM963 MZ1LW960HMJP-000MR M.2 NVME 960G SSD,
SSS7A43359,Samsung PM963 MZ1LW960HMJP-000MR M.2 NVME 960G SSD,
SSS7A43251,Hynix PE4011 HFS1T9GD0FEH-6410A M.2 NVME 1.92T SSD,
SSS7A43252,Hynix PE4011 HFS1T9GD0FEH-6410A M.2 NVME 1.92T SSD,
SSS7A43369,Hynix PE6011 HFS1T9GD0FEH-A430A M.2 NVME 1.92T SSD,
SSS7A75124,H PE6110 960G M.2 SSD M1,
SSS7A43278,"Micron 5200 Pro MTFDDAK960TDD-1AT1ZABMB 2.5"" SATA 960G SSD",
SSS7A43364,"Samsung PM883 MZ7LH960HAJR-00AMV 2.5"" SATA 960G SSD",
SSS7A43365,"Samsung PM883 MZ7LH960HAJR-00AMV 2.5"" SATA 960G SSD",
SSS7A43486,SSD PM1733 U.2 3.84T Entry HS SSD       ,
SM37A68704,MEMORY MTA18ASF4G72PZ2G9E1 32G M1A    ,
SM30N76553,MEMORY 4GB D4 26U HMA851U6JJR6NVKN0    ,
SSA7A69834,"SP Intel G5620 2C/4T,4.0G,54W,4M,B0     ",
SSA0X88596,SP Intel G5920 3.5GHz/2C/2M 58W         ,
SSA0X88591,SP Intel G6600 4.2GHz/2C/4M 58W         ,
SSA0Z21880,SP Intel i910900T 1.9GHz/10C/20M 35W   ,
SSS7A23279,SSD M.2 5300 1.92T SATA NHS SSD         ,
SSS7A43479,SSD MTFDDAK3T8TDT1AW16ABYY IpdcI4      ,
SSS7A43477,SSD MTFDDAK960TDT1AW16ABYY IpdcI4      ,
SSS7A43206,"SSD 2.5"" 5300 3.84T MS SATA SSD         ",
SSA7A57967,SP AMD ROME 7252  8C/3.1G/120W/64M     ,
SSS7A75138,SSD WD 7.68T NVMe 2.5 SSD IPDC         ,
SM37A68622,MEMORY MTA36ASF4G72PZ2G6J1 32G M1a     ,
SSA1A09232,SP AMD Ryzen 7 4700GE 3.1GHz/8C/8M/35W  ,
SSA1A09239,SP A Ryzen 5 PRO 4650GE 3.3GHz/6C/8M/35W,
SM37A68620,MEMORY MTA18ASF2G72PZ2G6J1 16G M1a     ,
SM37A68589,MEMORY W LV29D4R1D4HJ32 32GB D429R    ,
SSS0L25188,SSD UM AM620 128G M.2 2242 PCIe         ,
SSS0L25190,SSD UM AM620 512G M.2 2242 PCIe         ,
SSS0U53615,SSD SAM PM881 512G 2.5 SATA SSD         ,
SSS0L25177,SSD SAM PM881 1T 2.5 OPAL               ,
SSA0Z21881,SP Intel i710700K 3.8GHz/8C/16M 125W   ,
SSA0Z48896,SP AMD Ryzen 5 3350G 3.6GHz/4C/4M/65W   ,
SSA0Z48901,SP A Athlon Gold PRO 3150G 3.5GHz/4C/4M ,
SSS7A43480,SSD MTFDDAK7T6TDS1AW16ABYY IpdcI4      ,
SSA0X88586,SP Intel i310320 3.8GHz/4C/8M 65W      ,
SSA0X88588,SP Intel i310300T 3GHz/4C/8M 35W       ,
SSA0X88587,SP Intel i310300 3.7GHz/4C/8M 65W      ,
SSS7A43122,SSD P5500 U.2 1.92T HS Entry NVME       ,
SSS7A43123,SSD P5500 U.2 3.84T HS Entry NVME       ,
SSS7A43224,SSD P5500 U.2 7.68T HS Entry NVME       ,
SSS7A43225,SSD P5600 U.2 1.6T MS HS NVME           ,
SSS7A43226,SSD P5600 U.2 3.2T MS HS NVME           ,
SSS7A43227,SSD P5600 U.2 6.4T MS HS NVME           ,
SSA7A57424,SP CLX 6238L 22C/2.1G/140W/30.25M       ,
SSA7A57422,SP CLX 6240L 18C/2.6G/150W/24.75M       ,
SM30N76580,MEMORY 16GB D4 32U MTA16ATF2G64AZ3G2J1 ,
SSA0Z21896,SP Intel W1270 3.4GHz/8C/16M 80W       ,
SSS7A43363,SSD S MZ1LB1T9HALS00AMV M1KrA        ,
SSS0L24784,SSD SKH PC611 1T 2280 PCIe3x4 OP        ,
SM30X22225,MEMORY MXIC MX25L12872FM2I10G          ,
SM30Z21898,MEMORY Winbond W25Q128JWSIQ             ,
SM30Z22005,MEMORY MXIC MX25U12872FM2I02            ,
SSS0L25196,SSD SAM PM9A1 512G 2280 PPCIe4x4 OP    ,
SSA7A70458,SP AMD ROME 7532  32C/2.4G/200W/256M   ,
SSA0V08339,SP AMD Athlon 300GE 3.4GHz/2C/4M/35W    ,
4SS7A69073,MTFDHAL7T6TDP1AT1ZABYY                 ,
SM37A68780,MEMORY MTA72ASS8G72LZ2G6B2 64G A2k    ,
SM30N76700,MEMORY 4GB D4 32U HMA851U6CJR6NXNN0    ,
SSA0X88598,SP Intel G5900T 3.2GHz/2C/2M 35W        ,
SM37A21428,MEMORY HMA81GR7CJR8NWMT 8G D429       ,
SSA1A09238,SP A Ryzen 7 PRO 4750GE 3.1GHz/8C/8M/35W,
SSA1A09237,SP A Ryzen 3 PRO 4350G 3.8GHz/4C/4M/65W ,
SSA1A09240,SP A Ryzen 3 PRO 4350GE 3.5GHz/4C/4M/35W,
SSA1A09235,SP A Ryzen 7 PRO 4750G 3.6GHz/8C/8M/65W ,
SSA0Z21892,SP Intel W1290P 3.7GHz/10C/20M 125W    ,
SSA7A71880,SP AMD ROME 7H12  64C/2.6G/280W/256M   ,
SSA0Z21884,SP Intel i510600K 4.1GHz/6C/12M 125W   ,
SM37A68747,MEMORY H HMABAGR7A2R4NXS 128G D432R   ,
SSA0Z48898,SP AMD Ryzen 5 3350GE 3.3GHz/4C/4M/35W  ,
SSS7A75131,SSD CM6 NVME U.3 800G MS SSD            ,
SSS7A43539,SSD I S4610 3.8T 2.5 SATA SSD I4        ,
SSS7A75155,SSD HFS3T8GD0FEIA430A 3.84T M.2 M1a    ,
SSA0Z21897,SP Intel W1250P 4.1GHz/6C/12M 125W     ,
SSS7A23392,SSD Int S4610 1.92T SATA SSD            ,
SM37A21530,MEMORY W LV29D4R1D4ME32 32GB D429R    ,
SSS0L24742,SSD WD SN720 2TB M.2 2280 PCIe OPAL     ,
SSA1A09233,SP AMD Ryzen 5 4600GE 3.3GHz/6C/8M/35W  ,
SSA7A69829,"SP Intel i39320 4C/4T,3.7G,62W,8M,B0   ",
SSA7A83190,SP SKL 8176M 28C/2.1G/165W/38.5M 4A2    ,
SSA7A83734,"SP CLX 8249C 26C/2.10G/150W/35.75M, M1  ",
SSA0Z21895,SP Intel W1270P 3.8GHz/8C/16M 125W     ,
SSA7A69836,SP Intel G5420T 2C/4T 3.2G 35W 4M U0,
SM30N76726,MEMORY 16GB D4 32U LMKUFG68AHFHD32A    ,
SM30X58966,MEMORY 32GB D432R M393A4K40DB3CWE     ,
SSS0L24789,SSD KIX BG4 128G 2242 PCIe3x2           ,
SSS0L24783,SSD SKH PC611 512G 2280 PCIe3x4 OP      ,
SM30X58963,MEMORY 16GB D432R HMA82GR7CJR8NXN     ,
SM37A68606,MEMORY W LV29D4R1D4MB64 64GB D429R    ,
SM37A21426,MEMORY 32GB USB Flash Drive             ,
SSS0V13671,SSD WD SN730 1T M.2 PCIe SSD            ,
SSS7A39329,"SSD Mic 5200MAX 1.92T 2.5"" SSD          ",
SSA7A69830,"SP Intel i39300T 4C/4T,3.2G,35W,8M,B0  ",
SSS7A43538,SSD I S4610 1.9T 2.5 SATA SSD I4        ,
SM37A68633,MEMORY HMAA8GL7CPR4NWM 64G A2          ,
SSS7A43439,"SSD 2.5"" 5300Max 3.84T MS SED SSD       ",
SM37A21447,MEMORY S M393A4G43AB3CWE 32GB D432R   ,
SM37A21238,MEMORY Barlow pass 128G                 ,
SM37A21239,MEMORY Barlow pass 256G                 ,
SSA0U55876,SP Xeon Gold 6244 3.6GHz/8C/24.75M 150W ,
SM37A68726,MEMORY HMABAGL7ABR4NWM 128G M1         ,
SM37A68728,MEMORY HMAA8GR7AJR4NWM 64G M1          ,
SM37A68615,MEMORY HMA82GR7DJR4NWM 16G M1          ,
SSA7A82139,"SP CLX 8280L 28C/2.7G/205W/38.5M, M1    ",
SSS7A43368,SSD H HFS960GD0FEGA430A M.2 M1a       ,
SSS7A23261,SSD I S4510 SATA M.2 960G IPDC          ,
SSS7A43223,"SD 2.5"" 5300 960GB EN SATA SSD SED     ",
SM37A68659,MEMORY S M393A4K40DB2CVF 32GB D429R   ,
SSS7A41524,SSD SSD 3.84TB SAS 512 PI2 1DWD         ,
SSS0L24782,SSD SKH PC611 256G 2280 PCIe3x4 OP      ,
SSS0L24813,SSD SKH BC711 512G 2242 PCIe3x4         ,
SM37A68706,MEMORY S M393A4K40DB2CVF 32G M1A      ,
SSS0L24788,SSD MIC 2210 512G 2280 PCIe3x4 QLC      ,
SM37A68759,MEMORY S M393A2K43DB3CWE 16GB D432R   ,
SM30N76725,MEMORY 8GB D4 32U LMKU8G68AHFHD32A,
SSS0L24812,SSD SKH BC711 256G 2242 PCIe3x4         ,
SSS0L25185,SSD UM AH640 256G M.2 2280 PCIe OPAL    ,
SSS0L25186,SSD UM AH640 512G M.2 2280 PCIe OPAL    ,
SM37A68729,MEMORY HMAA8GR7AJR4NWM 64G M1a         ,
SM37A18947,MEMORY MTA18ASF2G72PZ2G9E1 16GB D429R ,
SSS7A43311,SSD M 5300max 3.84T SATA 2.5 SSD        ,
SSA0Z21887,SP Intel i910900F 2.8GHz/10C/20M 65W   ,
SM37A68764,MEMORY S M393A8G40AB2CWE 64GB D432R   ,
SM37A68660,MEMORY S M393A4K40DB2CVF 32GB D429R   ,
SSS7A75117,SSD CM6 NVME U.3 3.84T MS SSD           ,
SSS7A75118,SSD CM6 NVME U.3 7.68T MS SSD           ,
SSA0V98141,SP Xeon W3265 2.7GHz/24C/33M 205W      ,
SSA0Y58700,SP Xeon Gold 6248R 3.0GHz/24C/35.75M205W,
SSA7A80655,SP CLX 5218N 16C/2.3G/110W/22M new      ,
SM37A68612,MEMORY S M393A8G40AB2CVF 64GB D429R   ,
SM37A68727,MEMORY HMABAGL7ABR4NWM 128G M1a        ,
SM37A68634,MEMORY HMAA8GL7CPR4NWM 64G A2k         ,
SM31A16630,MEMORY 8GB D432R MTA9ASF1G72PZ3G2E2   ,
SM37A19015,MEMORY S M393AAK40B42CWD 128GB D426R  ,
SSA7A78216,SP CPX6 6328H 16C/2.8G/165W/xxM        ,
SM30N76658,MEMORY 32GB D4 29ECS M474A4G43AB1CVF   ,
SSA7A57416,SP AMD ROME 7742 QS                     ,
SM37A68607,MEMORY S M393A4K40BB3CVF 32GB D429R   ,
SM30N76703,MEMORY 32GB D4 32U HMAA4GU6AJR8NXNN0   ,
SM37A21483,MEMORY H HMA81GR7CJR8NWMT 8GB D426R   ,
SM37A68594,MEMORY H HMA84GR7DJR4NWM 32GB D429R   ,
SM37A21364,MEMORY S M393A2K43DB3CWE 16G D432     ,
SM37A21449,MEMORY S M393A8G40AB2CWE 64GB D432R   ,
SSA7A78213,SP CPX6 8354H 18C/3.1G/205W/xxM        ,
SSS7A43527,SSD PM1733 U.2 3.84T Entry SED SSD      ,
SSS7A43528,SSD PM1733 U.2 7.68T Entry SED SSD      ,
SM30X79402,MEMORY 32GB D432U M378A4G43AB2CWE     ,
SM30X58969,MEMORY 128GB D432R3 M393AAG40M32CAE   ,
SM37A21312,MEMORY MTA36ASF4G72PZ2G9E2 32G D429   ,
SSS0P03439,SSD LIT CVB 1T 2.5 OPAL                 ,
SSS0P03437,SSD LIT CVB 512G 2.5 OPAL               ,
SM30M34523,MEMORY 128G D4T26 Intel DCPMM 999AVV   ,
SSA0Z48897,SP AMD Ryzen 5 PRO 3350G 3.6GHz/4C/4M   ,
SSA0Z87129,SP Intel G5905T 3.3GHz/2C/4M 35W        ,
SM37A21450,MEMORY S M393AAG40M32CAE 128G D432R  ,
SM37A21317,MEMORY S M393A8G40MB2CVF 64GB D429R  ,
SM37A21455,MEMORY H HMAA8GR7AJR4NXN 64GB D432R  ,
SM37A68674,MEMORY MTA36ASF8G72PZ2G9E1 64GB D429R ,
SSA0Z87127,SP Intel G5925 3.6GHz/2C/4M 58W         ,
SSA0Z48899,SP AMD Ryzen 5 PRO 3350GE 3.3GHz/4C/4M  ,
SSS0L25201,SSD MIC 2300 512G 2280 PCIe3x4 OP       ,
SSS7A43109,SSD samsung PM1735 AIC 6.4TB           ,
SSA7A85911,SP Intel ICX QS 8360Y QWM1             ,
SSD0L20409,SSD_ASM Intl Coldstream PCIe 2.5 1.5T  ,
SSS7A43331,SSD P4800X U.2 375G 60DWPD NVMe        ,
SM37A21369,MEMORY H HMAA4GR7AJR8NXN 32G D432R   ,
SM37A21252,MEMORY S M393A8G40AB2CWE 64GB D432R  ,
SSS7A43108,SSD samsung PM1735 AIC 3.2TB           ,
SM37A21315,MEMORY S M393A2K43CB2CVF 16GB D429R  ,
SSA7A78215,SP CPX6 6348H 24C/2.3G/165W/xxM       ,
SSS7A75177,SSD HFS15T3DGLX070N E1.L 15.36T M1     ,
SM30N76652,MEMORY 16GB D4 32U MTA8ATF2G64AZ3G2E1  ,
SM30X79394,MEMORY 16GB D432U HMA82GU6DJR8NXNN0   ,
SM30N76648,MEMORY 16GB D4 32S RMSA3330MJ78HBF3200 ,
SSA0X88593,SP Intel G6500T 3.5GHz/2C/4M 35W        ,
SSS7A75113,SSD U.2 PM1733 7.68T EN NVMe SSD       ,
SM37A21291,MEMORY H HMAA8GL7CPR4NWMT 64GB D429LR,
SSA7A89685,SP AMD MILAN PR 7713 B1 for Roblox     ,
SM37A68761,MEMORY S M393A4K40DB3CWE 32GB D432R  ,
SM37A68611,MEMORY S M393A8G40AB2CVF 64GB D429R  ,
SSA7A89879,SP Intel ICX QS 8360Y QXBZ             ,
SSS7A43220,SSD M.2 5300 960G NHS SED SSD          ,
SM37A68645,MEMORY H HMA84GR7DJR4NXN 32GB D432R  ,
SM37A68763,MEMORY S M393A4G43AB3CWE 32GB D432R  ,
SM37A19012,MEMORY S M393A8K40B22CWD 64GB D426R  ,
SM37A21334,MEMORY Barlow pass 256G(QS)            ,
SSA7A85896,SP Intel ICX QS 6314U QWMB             ,
SSA7A85897,SP Intel ICX QS 6330N QWLP             ,
SSA7A85899,SP Intel ICX QS 6330 QWMC              ,
SSA7A85900,SP Intel ICX QS 6338 QWN3              ,
SSA7A85901,SP Intel ICX QS 6338N QWM6             ,
SSA7A85904,SP Intel ICX QS 8352Y QWM3             ,
SSA7A85907,SP Intel ICX QS 6346 QWMD              ,
SSS7A75176,SSD S MZ1LB960HBJR00AMV M.2 M1a       ,
SSS7A83741,"SSD ST 2.5"" N 3732 1.6TB PF SAS SSD L2  ",
SSS7A83744,"SSD ST 2.5"" N 3732 800GB PF SAS SSD L2  ",
SSS7A83747,"SSD ST 2.5"" N 3732 400GB PF SAS SSD L2  ",
SSA7A83307,SP AMD MILAN 32C/280W/3.23.3G/256M     ,
SSA7A83303,SP AMD MILAN 24C/180W/2.552.65G/128M   ,
SSA7A83305,SP AMD MILAN 16C/155W/2.93.0G/256M     ,
SSA7A78211,SP CPX6 8360H 24C/2.9G/225W/33M        ,
SSS7A83752,"SSD ST 2.5"" N 3732 800GB PF SAS SED L2  ",
SM30W22311,MEMORY 64GB D429R HMAA8GR7AJR4NWM     ,
SSS0L68742,SSD MIC 2100AI 512G 2230 WTPCIe3X4 OPAL,
SSS0L25199,SSD SAM PM9A1 2T 2280 PPCIe4x4 OP      ,
SSS0L24811,SSD SKH BC711 128G 2242 PCIe3x4         ,
SSS0L24816,SSD SKH PC711 256G 2280 PCIe3x4 OP      ,
SSS0L24817,SSD SKH PC711 512G 2280 PCIe3x4 OP      ,
SSS0L24787,SSD WD SN530 1T 2242 PCIe3x4            ,
SM30N76776,MEMORY 8GB D4 32S M471A1K43EB1CWE      ,
SM30N76778,MEMORY 8GB D4 32U M378A1K43EB2CWE      ,
SM30N76728,MEMORY 16GB D4 32S M471A2G43AB2CWE     ,
SSA1C10926,SP Intel i511400 2.6GHz/6C/12M 65W     ,
SSA1C10923,SP Intel i711700 2.5GHz/8C/16M 65W     ,
SSA1C10922,SP Intel i911900 2.5GHz/8C/16M 65W     ,
SSA0Z87128,SP Intel G5905 3.5GHz/2C/4M 58W         ,
SSA1C10966,SP Intel i310325 3.9GHz/4C/8M 65W      ,
SSA1C10973,SP Intel i310305T 3.0GHz/4C/8M 35W     ,
SSA1C10919,SP Intel i911900K 3.5GHz/8C/16M 125W   ,
SSA1C10924,SP Intel i511600 2.8GHz/6C/12M 65W     ,
SSA1C10925,SP Intel i511500 2.7GHz/6C/12M 65W     ,
SSA1C10932,SP Intel i911900KF 3.5GHz/8C/16M 125W  ,
SSA1C10936,SP Intel i711700F 2.5GHz/8C/16M 65W    ,
SSA1C10967,SP Intel i310305 3.8GHz/4C/8M 65W      ,
SSA1C10968,SP Intel i310105 3.7GHz/4C/6M 65W      ,
SSA1C10920,SP Intel i711700K 3.6GHz/8C/16M 125W   ,
SSA1C10931,SP Intel i511400T 1.3GHz/6C/12M 35W    ,
SSA1C10933,SP Intel i711700KF 3.6GHz/8C/16M 125W  ,
SM30N76744,MEMORY 16GB D4 32S HMAA2GS6CJR8NXNN0   ,
SM30N76745,MEMORY 32GB D4 32S HMAA4GS6CJR8NXNN0   ,
SM37A21382,MEMORY S M393A4K40CB2CVF 32G T5 B&S    ,
SSS7A43141,SSD Int S4510 480G 2.5 SATA T5 AVAP     ,
SSS7A23380,SSD Int P4610 6.4TB U.2 SSD for IPDC    ,
SSA0Z21885,SP I i510400 2.9GHz/6C/12M 65W Q0 SRH78,
SSA1C10930,SP Intel i511500T 1.5GHz/6C/12M 35W    ,
SSA0Y58701,SP Xeon Gold 6258R 2.7GHz/28C/38.5M 205W,
SM30W22310,MEMORY 32GB D429R HMA84GR7DJR4NWM     ,
SM30N76785,MEMORY 8GB D4 32U MTA8ATF1G64AZ3G2E1   ,
SSA1C10928,SP Intel i711700T 1.4GHz/8C/16M 35W    ,
SSS7A75135,SSD WD 960G NVMe 2.5 SSD IPDC          ,
SSS7A75242,SSD S MZ1LB1T9HBLS00AMV 1.92T M1a      ,
SSA7A85918,SP ICX 6338 32C/2.0G/205W               ,
SP18D01923,carton sealing label_Top,
SP18D01919,color box Sealing label,
SP18D01920,Rating label,
SP18D01921,OPP film,
SP18D01903,Color Box_Out box,
SP18D01904,Color Box_Out box_2nd,
SP18D01905,Color Box_Inner box,
SP18D01906,Color Box_Inner box_2nd,
SP18D01908,Selling label 1,
SP18D01909,Selling label 2,
SP18D01912,SWSG EN/FR/ES_US,
SP18D03472,Warning label_English,
SC28C60966,Kingcome KAG6B5FF 5M GC5035 S0577A 30pin,
SC28C47381,QtechF4H7YAZ:4H7:Sunny3857A:GX8829:30pin,
S948D01015,LCM FPC_assy,
S948D01021,LINK FPC,
S948D01023,MIC FPC_assy1,
S948D01029,Motor_flat_10*3.0,
S948D01034,Down BOX assy_2nd,
S948D01044,MIC FIXED holder,
S948D01050,POW+VOL BUTTON_IRON GY,
S948D01052,card slot_IRON GY,
S948D01056,screw_M1.4_teflon paste,
S948D01059,Warranty label,
S948D01062,UP BOX elec_fabric,
SM37A68669,MEMORY S M393A4K40DB2CVF 32G T5 AVAP   ,
SM37A21384,MEMORY MTA36ASF4G72PZ2G9E2 32G T5 B&S  ,
SSS7A43215,SSD HFS480G32FEH7410A 480G 2.5 CSP     ,
SSA7A85946,SP ICX 6314U 32C/2.3G/205W              ,
SSA7A85934,SP ICX 6346 16C/3.1G/205W               ,
SSA7A85920,SP ICX 6330 28C/2.0G/205W               ,
SSS7A75294,SSD S MZ1LB3T8HALA00AMV 3.84T M1a      ,
SSA7A83276,SP AMD MILAN PR B1 64C225W             ,
SSA7A83279,SP AMD MILAN PR B1 32C225W             ,
SSA7A78217,SP CPX6 5320H 20C/2.4G/150W/xxM        ,
SM37A21379,MEMORY S M393ABG40M5BCYF 256G AWSK    ,
SM37A21383,MEMORY HMA84GR7CJR4NWM 32G T5 AVAP     ,
SSA7A82075,SP CPX6 6330H 24C/2.0G/150W/33M        ,
SM30X79403,MEMORY 8GB D432E M391A1K43DB2CWE      ,
SSA1C10927,SP Intel i911900T 1.5GHz/8C/16M 35W    ,
SSA1C10974,SP Intel i310105T 3.0GHz/4C/6M 35W     ,
SSA0Z48904,SP Athlon Silver PRO 3125GE 3.4GHz/2C/4M,
SSA1C10937,SP Intel i511400F 2.6GHz/6C/12M 65W    ,
SM30W22309,MEMORY 16GB D429R HMA82GR7DJR8NWM     ,
SSA1C95792,SP A Ryzen 5 PRO 5650G 3.9GHz/6C/16M/65W,
SSA1C95791,SP A Ryzen 7 PRO 5750G 3.8GHz/8C/16M/65W,
SSA0X88597,SP Intel G5900 3.4GHz/2C/2M 58W         ,
SSS0L24790,SSD KIX BG4 256G 2242 PCIe3x4           ,
SSS0L24791,SSD KIX BG4 512G 2242 PCIe3x4           ,
SSA7A83294,SP AMD MILAN 7713 64C/225W/2.0G/256M    ,
SSA7A83297,SP AMD MILAN 7543 32C/225W/2.8G/256M    ,
SSA7A83293,SP AMD MILAN 7763 64C/280W/2.45G/256M   ,
SSA7A78209,SP CPX6 8380H 28C/2.9G/250W/xxM        ,
SSS7A75114,SSD U.2 PM1733 15.36T EN NVMe SSD       ,
SSA7A56283,"SP CLX 8255C 24C/2.5G/165W/??M, AVAP    ",
SSA0U55896,SP Xeon Silver 4209T 2.2GHz/8C/11M 70W  ,
SSS0L24794,SSD KIX XG7 1T  2280 PPCIe4x4 OP       ,
SSA1C18574,SP Intel W1390P 3.5GHz8C16M 125W     ,
SSA1C18579,SP Intel W1350 3.3GHz6C12M 80W       ,
SSA1C95793,SP A Ryzen 3 PRO 5350G 4.0GHz4C8M65W ,
SM30N76791,MEMORY 8GB D4 32U RMUA5200ME78HAF3200  ,
SSS0L68741,SSD MIC 2100AI 256G 2230 WTPCIe3X4 OPAL,
SSA1C86619,SP AMD Ryzen 5 5600G 3.9GHz/6C/16M 65W  ,
SM37A21258,MEMORY S M393AAG40M32CAE 128GB D432R  ,
SM37A21316,MEMORY S M393A4K40CB2CVF 32GB D429R   ,
SM37A68671,MEMORY MTA18ASF4G72PDZ2G9E1 32G D429  ,
SSA7A78210,SP CPX6 8376H 28C2.6G205WxxM        ,
SSS7A23399,SSD Intel S4610 7.68T MS HS SSD         ,
SSS7A43478,SSD MTFDDAK1T9TDT1AW16ABYY IpdcI4      ,
SSS7A75300,SSD MTFDHBE960TDF1AW42ABYY CSP         ,
4SS7A76676,S0910384224EUF8                         ,
SSS0L24818,SSD SKH PC711 1T 2280 PCIe3x4 OP        ,
SM30N76646,MEMORY 4GB D4 32S RMSA3310MJ86H9F3200  ,
SM30N76662,MEMORY 32GB D4 29ECS HMAA4GS7AJR8NWMT0 ,
SSA7A56284,"SP CLX 6231 16C/3.2G/185W/??M, AVAP     ",
SSA0Z48903,SP A Athlon Gold PRO 3150GE 3.3GHz/4C/4M,
SM30N76777,MEMORY 16GB D4 32S M471A2K43EB1CWE     ,
SM31C42336,MEMORY 32GB D432R MTA36ASF4G72PZ3G2J3 ,
SM30X58965,MEMORY 32GB D432R HMA84GR7CJR4NXN     ,
SSS0L25200,SSD MIC 2300 256G 2280 PCIe3x4 OP       ,
SM30N76732,MEMORY 4GB D4 32U RMUA5190MJ86H9F3200  ,
SM37A84644,MEMORY S M393A8G40AB2CVF 64GB D429R   ,
SM37A68644,MEMORY H HMA82GR7DJR8NXN 16GB D432R   ,
SM37A68788,MEMORY NT32GA72D4NBX3PHR IPDC M1a      ,
SM30N76779,MEMORY 16GB D4 32U M378A2K43EB1CWE     ,
SM30W01805,MEMORY 16GB D429R M393A2K43DB2CVF     ,
SM31C42334,MEMORY 16GB D432R M393A2K43DB3CWE     ,
SSA1C12796,SP AMD Ryzen 7 5800 3.4GHz/8C/32M/65W   ,
SSS0L25231,SSD SAM PM991a 128G 2242 PCIe3x4        ,
SSS0L25234,SSD SAM PM991a 1T 2242 PCIe3x4          ,
SSS0L25232,SSD SAM PM991a 256G 2242 PCIe3x4        ,
SSS0L25233,SSD SAM PM991a 512G 2242 PCIe3x4        ,
SSS0Z46564,SSD SAM PM9A1 1T M.2 PCIe 2280 SSD      ,
SSA7A83310,SP AMD MILAN 72F3 8C/180W/3.7G/256M    ,
SSA7A78218,SP CPX6 5318H 18C/2.5G/150W/xxM       ,
SP18D01911,HQ60407203002_Warning label_US&CA,
SM30N76730,MEMORY 16GB D4 32S RMSA3320ME88HBF3200 ,
SM30N76727,MEMORY 8GB D4 32S M471A1G44AB0CWE      ,
SM30N76821,MEMORY 8GB D4 32U RMUA5200MJ78HAF3200  ,
SSA1C86618,SP AMD Ryzen 7 5700G 3.8GHz/8C/16M 65W  ,
SSA7A56510,SP CLX 6231 16C/3.2G/185W/??M           ,
SSS7A43236,SSD CM6 NVME U.3 3.2T MS G4HS           ,
SM37A90935,MEMORY W LV32D4R2D4ME64 64GB D429R    ,
SM37A85754,MEMORY W LV29D4R1D4ME64 64GB D429R    ,
SSA7A83309,SP AMD MILAN 73F3 16C/240W/3.5G/256M    ,
SSA7A95482,SP AMD 7763 64C/280W/2.45G/256M DEPO    ,
SSS7A83725,"1SD ST 2.5"" N 3732 3.2TB PF SAS SSD L2  ",
SSS7A23272,SSD M.2 CVB 128GB SATA NHS SSD          ,
SSS7A43247,SSD Intel P4511 EDSFF 4T HS SSD         ,
SM37A21444,MEMORY S M393A2K43DB3CWE 16GB D432R   ,
SSS7A70491,"SSD 2.5"" SAS Kioxia PM6 1.6TB FIPS DE   ",
SSS7A75153,SSD HFS1T9GD0FEIA430A 1.92T M.2 M1a    ,
SSA7A95334,SP ICX XXXX 32C/2.8G/270W RKHC M1       ,
SM37A68884,MEMORY MTA36ASF8G72PZ3G2B2 64G M1      ,
SSA7A85933,SP ICX 6354 18C/3.0G/205W               ,
SSS7A75319,SSD WUS4AB0A1D9ELE7 15.36T E1.L M1      ,
SM30N76647,MEMORY 8GB D4 32S RMSA3320MJ78HAF3200  ,
SSA0Y58703,SP Xeon Silver 4215R 3.2GHz/8C/11M 130W ,
SSA7A83306,SP AMD MILAN7313P 16C/155W/3.0G/128M/1P ,
SSA7A83295,SP AMD MILAN7713P 64C/225W/2.0G/256M/1P ,
SSA7A83299,SP AMD MILAN 7513 32C/200W/2.6G/128M    ,
SSA7A83302,SP AMD MILAN7443P 24C/200W/2.85G/128M1P ,
SM37A21473,MEMORY HMA84GR7CJR4NXN 32G M1          ,
SM37A21477,MEMORY HMAA8GR7AJR4NXN 64G M1          ,
SSS7A75317,SSD HFS3T8GEEWX091N 3.84T E1.S M1       ,
SM37A68878,MEMORY HMA82GR7DJR4NXN 16G M1          ,
SM37A68880,MEMORY HMA84GR7DJR4NXN 32G M1          ,
SSA7A94357,SP ICX 8347C 36C/2.1G/210W M1           ,
SSA7A83304,SP AMD MILAN 7343 16C/190W/3.2G/128M    ,
SSA7A86692,SP AMD MILAN 7643 48C/225W/2.3G/256M    ,
